1	31.5	43.7	66.4
1.5	23.2	35.4	55.2
1	31.5	43.7	66.4
2.5	59.6	76.6	126.6
1	31.5	43.7	66.4
3.5	47.8	61.1	96.9
1	31.5	43.7	66.4
4.5	5.6	12.7	24.5
1	31.5	43.7	66.4
5.5	22.2	35.8	63.7
1	31.5	43.7	66.4
6.5	74.0	101.4	212.5
1	31.5	43.7	66.4
7.5	18.5	31.2	57.1
1	31.5	43.7	66.4
8.5	133.8	160.3	239.9
1	31.5	43.7	66.4
9.5	5.5	12.4	24.1
1	31.5	43.7	66.4
10.5	5.5	12.7	24.3
1	31.5	43.7	66.4
11.5	5.5	12.7	23.2
1	31.5	43.7	66.4
12.5	444.7	521.4	635.0
1	31.5	43.7	66.4
13.5	413.6	564.9	727.6
1	31.5	43.7	66.4
14.5	403.2	597.1	892.5
1	31.5	43.7	66.4
15.5	471.1	571.3	781.7
1	31.5	43.7	66.4
16.5	339.4	472.6	627.1
1	31.5	43.7	66.4
17.5	4.8	12.6	24.6
1	31.5	43.7	66.4
18.5	374.4	498.2	757.0
1	31.5	43.7	66.4
19.5	398.0	526.9	740.7
1	31.5	43.7	66.4
20.5	5.3	12.6	24.6
1	31.5	43.7	66.4
21.5	787.3	941.8	1154.5
1	31.5	43.7	66.4
22.5	962.8	1143.3	1477.3
1	31.5	43.7	66.4
23.5	965.4	1146.1	1425.6
1	31.5	43.7	66.4
24.5	966.6	1159.6	1502.0
1	31.5	43.7	66.4
25.5	977.9	1170.9	1661.0
1	31.5	43.7	66.4
26.5	852.4	995.8	1193.8
1	31.5	43.7	66.4
27.5	928.2	1110.6	1358.6
1	31.5	43.7	66.4
28.5	5.7	12.8	24.4
1	31.5	43.7	66.4
29.5	5.8	12.6	23.7
1	31.5	43.7	66.4
30.5	52.5	69.9	162.6
1	31.5	43.7	66.4
31.5	28.5	44.0	126.8
1	31.5	43.7	66.4
32.5	5.5	12.4	25.6
1	31.5	43.7	66.4
33.5	27.7	39.6	55.0
1	31.5	43.7	66.4
34.5	15.9	26.4	40.1
1	31.5	43.7	66.4
35.5	4.9	12.8	26.5
1	31.5	43.7	66.4
36.5	32.1	47.5	70.0
1	31.5	43.7	66.4
37.5	22.2	32.2	44.5
1	31.5	43.7	66.4
38.5	5.4	12.6	24.5
1	31.5	43.7	66.4
39.5	5.2	13.9	25.3
1	31.5	43.7	66.4
40.5	5.4	12.3	24.2
1	31.5	43.7	66.4
41.5	5.1	12.4	23.6
1	31.5	43.7	66.4
42.5	5.6	12.7	23.4
1	31.5	43.7	66.4
43.5	6.5	14.2	24.5
1	31.5	43.7	66.4
44.5	5.5	14.1	26.5
1	31.5	43.7	66.4
45.5	5.5	12.8	23.6
1	31.5	43.7	66.4
46.5	4.9	13.7	25.0
1	31.5	43.7	66.4
47.5	80.9	97.4	137.9
1	31.5	43.7	66.4
48.5	76.3	96.6	145.8
1	31.5	43.7	66.4
49.5	4.4	13.0	24.6
1	31.5	43.7	66.4
50.5	5.1	13.0	24.7
1	31.5	43.7	66.4
51.5	72.0	93.0	165.4
1	31.5	43.7	66.4
52.5	4.2	12.6	23.1
1	31.5	43.7	66.4
53.5	4.5	12.5	24.5
1	31.5	43.7	66.4
54.5	54.2	306.2	623.7
1	31.5	43.7	66.4
55.5	5.5	13.0	26.5
1	31.5	43.7	66.4
56.5	5.4	12.3	23.9
1	31.5	43.7	66.4
57.5	80.1	99.6	160.7
1	31.5	43.7	66.4
58.5	87.1	156.3	208.4
1	31.5	43.7	66.4
59.5	5.5	12.8	24.3
2	79.1	96.5	154.0
1.5	23.2	35.4	55.2
2	79.1	96.5	154.0
2.5	59.6	76.6	126.6
2	79.1	96.5	154.0
3.5	47.8	61.1	96.9
2	79.1	96.5	154.0
4.5	5.6	12.7	24.5
2	79.1	96.5	154.0
5.5	22.2	35.8	63.7
2	79.1	96.5	154.0
6.5	74.0	101.4	212.5
2	79.1	96.5	154.0
7.5	18.5	31.2	57.1
2	79.1	96.5	154.0
8.5	133.8	160.3	239.9
2	79.1	96.5	154.0
9.5	5.5	12.4	24.1
2	79.1	96.5	154.0
10.5	5.5	12.7	24.3
2	79.1	96.5	154.0
11.5	5.5	12.7	23.2
2	79.1	96.5	154.0
12.5	444.7	521.4	635.0
2	79.1	96.5	154.0
13.5	413.6	564.9	727.6
2	79.1	96.5	154.0
14.5	403.2	597.1	892.5
2	79.1	96.5	154.0
15.5	471.1	571.3	781.7
2	79.1	96.5	154.0
16.5	339.4	472.6	627.1
2	79.1	96.5	154.0
17.5	4.8	12.6	24.6
2	79.1	96.5	154.0
18.5	374.4	498.2	757.0
2	79.1	96.5	154.0
19.5	398.0	526.9	740.7
2	79.1	96.5	154.0
20.5	5.3	12.6	24.6
2	79.1	96.5	154.0
21.5	787.3	941.8	1154.5
2	79.1	96.5	154.0
22.5	962.8	1143.3	1477.3
2	79.1	96.5	154.0
23.5	965.4	1146.1	1425.6
2	79.1	96.5	154.0
24.5	966.6	1159.6	1502.0
2	79.1	96.5	154.0
25.5	977.9	1170.9	1661.0
2	79.1	96.5	154.0
26.5	852.4	995.8	1193.8
2	79.1	96.5	154.0
27.5	928.2	1110.6	1358.6
2	79.1	96.5	154.0
28.5	5.7	12.8	24.4
2	79.1	96.5	154.0
29.5	5.8	12.6	23.7
2	79.1	96.5	154.0
30.5	52.5	69.9	162.6
2	79.1	96.5	154.0
31.5	28.5	44.0	126.8
2	79.1	96.5	154.0
32.5	5.5	12.4	25.6
2	79.1	96.5	154.0
33.5	27.7	39.6	55.0
2	79.1	96.5	154.0
34.5	15.9	26.4	40.1
2	79.1	96.5	154.0
35.5	4.9	12.8	26.5
2	79.1	96.5	154.0
36.5	32.1	47.5	70.0
2	79.1	96.5	154.0
37.5	22.2	32.2	44.5
2	79.1	96.5	154.0
38.5	5.4	12.6	24.5
2	79.1	96.5	154.0
39.5	5.2	13.9	25.3
2	79.1	96.5	154.0
40.5	5.4	12.3	24.2
2	79.1	96.5	154.0
41.5	5.1	12.4	23.6
2	79.1	96.5	154.0
42.5	5.6	12.7	23.4
2	79.1	96.5	154.0
43.5	6.5	14.2	24.5
2	79.1	96.5	154.0
44.5	5.5	14.1	26.5
2	79.1	96.5	154.0
45.5	5.5	12.8	23.6
2	79.1	96.5	154.0
46.5	4.9	13.7	25.0
2	79.1	96.5	154.0
47.5	80.9	97.4	137.9
2	79.1	96.5	154.0
48.5	76.3	96.6	145.8
2	79.1	96.5	154.0
49.5	4.4	13.0	24.6
2	79.1	96.5	154.0
