1	29.2	31.2	71.5
1.5	20.1	21.5	107.5
1	29.2	31.2	71.5
2.5	56.3	66.0	158.6
1	29.2	31.2	71.5
3.5	44.9	55.6	193.0
1	29.2	31.2	71.5
4.5	2.3	2.4	2.8
1	29.2	31.2	71.5
5.5	19.0	19.4	20.1
1	29.2	31.2	71.5
6.5	70.8	82.8	244.9
1	29.2	31.2	71.5
7.5	15.9	20.7	108.0
1	29.2	31.2	71.5
8.5	128.4	154.5	372.3
1	29.2	31.2	71.5
9.5	2.3	2.5	14.8
1	29.2	31.2	71.5
10.5	2.3	2.4	2.9
1	29.2	31.2	71.5
11.5	2.3	2.3	2.8
1	29.2	31.2	71.5
12.5	428.2	484.7	761.8
1	29.2	31.2	71.5
13.5	380.4	440.6	916.1
1	29.2	31.2	71.5
14.5	371.8	421.1	692.7
1	29.2	31.2	71.5
15.5	448.3	519.3	1439.8
1	29.2	31.2	71.5
16.5	308.8	351.1	957.0
1	29.2	31.2	71.5
17.5	2.2	2.4	3.1
1	29.2	31.2	71.5
18.5	331.2	374.0	681.7
1	29.2	31.2	71.5
19.5	357.0	420.5	922.6
1	29.2	31.2	71.5
20.5	2.3	2.4	2.7
1	29.2	31.2	71.5
21.5	754.3	842.8	2281.3
1	29.2	31.2	71.5
22.5	889.1	955.4	1241.8
1	29.2	31.2	71.5
23.5	903.6	973.5	1440.4
1	29.2	31.2	71.5
24.5	905.6	983.1	1413.3
1	29.2	31.2	71.5
25.5	910.0	986.4	1533.2
1	29.2	31.2	71.5
26.5	798.8	853.3	1229.5
1	29.2	31.2	71.5
27.5	899.7	957.9	1249.1
1	29.2	31.2	71.5
28.5	2.3	2.5	12.1
1	29.2	31.2	71.5
29.5	2.3	2.4	2.6
1	29.2	31.2	71.5
30.5	50.9	54.9	145.8
1	29.2	31.2	71.5
31.5	21.2	21.7	23.4
1	29.2	31.2	71.5
32.5	2.3	2.4	2.8
1	29.2	31.2	71.5
33.5	22.4	23.1	25.5
1	29.2	31.2	71.5
34.5	11.8	12.1	13.4
1	29.2	31.2	71.5
35.5	2.3	2.4	2.7
1	29.2	31.2	71.5
36.5	27.9	29.2	66.9
1	29.2	31.2	71.5
37.5	15.5	16.2	43.8
1	29.2	31.2	71.5
38.5	2.3	2.4	2.8
1	29.2	31.2	71.5
39.5	2.3	2.4	2.7
1	29.2	31.2	71.5
40.5	2.3	2.4	3.0
1	29.2	31.2	71.5
41.5	2.3	2.4	2.6
1	29.2	31.2	71.5
42.5	2.3	2.4	2.7
1	29.2	31.2	71.5
43.5	2.2	2.4	2.9
1	29.2	31.2	71.5
44.5	2.3	2.4	2.7
1	29.2	31.2	71.5
45.5	2.3	2.4	2.7
1	29.2	31.2	71.5
46.5	2.3	2.4	2.6
1	29.2	31.2	71.5
47.5	78.3	84.0	168.6
1	29.2	31.2	71.5
48.5	75.1	83.6	208.4
1	29.2	31.2	71.5
49.5	2.3	2.4	2.9
1	29.2	31.2	71.5
50.5	2.3	3.3	88.7
1	29.2	31.2	71.5
51.5	69.1	78.0	155.6
1	29.2	31.2	71.5
52.5	2.3	2.6	30.4
1	29.2	31.2	71.5
53.5	2.3	4.4	205.4
1	29.2	31.2	71.5
54.5	65.6	79.3	161.0
1	29.2	31.2	71.5
55.5	2.3	2.4	2.6
1	29.2	31.2	71.5
56.5	2.3	2.4	2.5
1	29.2	31.2	71.5
57.5	76.2	82.2	206.3
1	29.2	31.2	71.5
58.5	31.5	33.9	82.2
1	29.2	31.2	71.5
59.5	2.3	2.9	53.9
2	74.5	82.0	265.7
1.5	20.1	21.5	107.5
2	74.5	82.0	265.7
2.5	56.3	66.0	158.6
2	74.5	82.0	265.7
3.5	44.9	55.6	193.0
2	74.5	82.0	265.7
4.5	2.3	2.4	2.8
2	74.5	82.0	265.7
5.5	19.0	19.4	20.1
2	74.5	82.0	265.7
6.5	70.8	82.8	244.9
2	74.5	82.0	265.7
7.5	15.9	20.7	108.0
2	74.5	82.0	265.7
8.5	128.4	154.5	372.3
2	74.5	82.0	265.7
9.5	2.3	2.5	14.8
2	74.5	82.0	265.7
10.5	2.3	2.4	2.9
2	74.5	82.0	265.7
11.5	2.3	2.3	2.8
2	74.5	82.0	265.7
12.5	428.2	484.7	761.8
2	74.5	82.0	265.7
13.5	380.4	440.6	916.1
2	74.5	82.0	265.7
